site_id,model_id,reference_datetime,datetime,variable,crps,horizon
BARR,XGBoost,2024-10-26,2024-11-26,nee,0.09832699638654951,31
BARR,XGBoost,2024-10-26,2024-11-27,nee,0.06458277637530561,32
BARR,XGBoost,2024-10-26,2024-11-28,nee,0.044199134435708845,33
BARR,XGBoost,2024-10-26,2024-11-29,nee,0.10285708306634729,34
BARR,XGBoost,2024-10-27,2024-10-27,nee,0.04688822345468262,0
BARR,XGBoost,2024-10-27,2024-10-28,nee,0.13799271478183853,1
BARR,XGBoost,2024-10-27,2024-10-29,nee,0.05932963212017667,2
BARR,XGBoost,2024-10-27,2024-10-30,nee,0.03789015625772412,3
BARR,XGBoost,2024-10-27,2024-10-31,nee,0.06727147288721824,4
BARR,XGBoost,2024-10-27,2024-11-01,nee,0.051170842254249435,5
BARR,XGBoost,2024-10-27,2024-11-02,nee,0.03960786558497685,6
BARR,XGBoost,2024-10-27,2024-11-03,nee,0.04558838187307694,7
BARR,XGBoost,2024-10-27,2024-11-04,nee,0.049534628820056534,8
BARR,XGBoost,2024-10-27,2024-11-05,nee,0.03727975052340662,9
BARR,XGBoost,2024-10-27,2024-11-06,nee,0.04639445738089096,10
BARR,XGBoost,2024-10-27,2024-11-07,nee,0.032207915482196176,11
BARR,XGBoost,2024-10-27,2024-11-08,nee,0.04117752561982967,12
BARR,XGBoost,2024-10-27,2024-11-15,nee,0.04521037842876232,19
BARR,XGBoost,2024-10-27,2024-11-16,nee,0.058177266993322936,20
BARR,XGBoost,2024-10-27,2024-11-17,nee,0.07339165082248932,21
BARR,XGBoost,2024-10-27,2024-11-18,nee,0.11393170098909909,22
BARR,XGBoost,2024-10-27,2024-11-19,nee,0.03140201711241061,23
BARR,XGBoost,2024-10-27,2024-11-20,nee,0.03494413122914089,24
BARR,XGBoost,2024-10-27,2024-11-21,nee,0.5090855790802746,25
BARR,XGBoost,2024-10-27,2024-11-22,nee,0.04028136278129689,26
BARR,XGBoost,2024-10-27,2024-11-23,nee,0.06727567853951932,27
BARR,XGBoost,2024-10-27,2024-11-24,nee,0.07415530876155842,28
BARR,XGBoost,2024-10-27,2024-11-25,nee,0.043750169288145395,29
BARR,XGBoost,2024-10-27,2024-11-26,nee,0.09216487152717813,30
BARR,XGBoost,2024-10-27,2024-11-27,nee,0.0662495744147977,31
BARR,XGBoost,2024-10-27,2024-11-28,nee,0.05415047372332553,32
BARR,XGBoost,2024-10-27,2024-11-29,nee,0.1458786967769859,33
BARR,XGBoost,2024-10-27,2024-11-30,nee,0.11785390802972137,34
BARR,XGBoost,2024-10-28,2024-10-28,nee,0.11600841188979946,0
BARR,XGBoost,2024-10-28,2024-10-29,nee,0.05788788568301917,1
BARR,XGBoost,2024-10-28,2024-10-30,nee,0.03489789908352465,2
BARR,XGBoost,2024-10-28,2024-10-31,nee,0.06327529818858892,3
BARR,XGBoost,2024-10-28,2024-11-01,nee,0.07392919253954269,4
BARR,XGBoost,2024-10-28,2024-11-02,nee,0.036606915239328526,5
BARR,XGBoost,2024-10-28,2024-11-03,nee,0.03479890708667912,6
BARR,XGBoost,2024-10-28,2024-11-04,nee,0.050350855862603815,7
BARR,XGBoost,2024-10-28,2024-11-05,nee,0.04960918897464613,8
BARR,XGBoost,2024-10-28,2024-11-06,nee,0.05203709514708683,9
BARR,XGBoost,2024-10-28,2024-11-07,nee,0.043498875413058476,10
BARR,XGBoost,2024-10-28,2024-11-08,nee,0.03824458898249196,11
BARR,XGBoost,2024-10-28,2024-11-15,nee,0.04328484736327466,18
BARR,XGBoost,2024-10-28,2024-11-16,nee,0.0580922659557453,19
BARR,XGBoost,2024-10-28,2024-11-17,nee,0.04411682233181644,20
BARR,XGBoost,2024-10-28,2024-11-18,nee,0.10304318848918363,21
BARR,XGBoost,2024-10-28,2024-11-19,nee,0.05365080412624256,22
BARR,XGBoost,2024-10-28,2024-11-20,nee,0.06215116109126465,23
BARR,XGBoost,2024-10-28,2024-11-21,nee,0.4195596925907058,24
BARR,XGBoost,2024-10-28,2024-11-22,nee,0.05675810765169668,25
BARR,XGBoost,2024-10-28,2024-11-23,nee,0.046518277984043704,26
BARR,XGBoost,2024-10-28,2024-11-24,nee,0.0442527273305592,27
BARR,XGBoost,2024-10-28,2024-11-25,nee,0.04959860861377223,28
BARR,XGBoost,2024-10-28,2024-11-26,nee,0.06223526119929588,29
BARR,XGBoost,2024-10-28,2024-11-27,nee,0.035623041646046925,30
BARR,XGBoost,2024-10-28,2024-11-28,nee,0.054654727660422404,31
BARR,XGBoost,2024-10-28,2024-11-29,nee,0.1142462105333294,32
BARR,XGBoost,2024-10-28,2024-11-30,nee,0.07573917652801179,33
BARR,XGBoost,2024-10-29,2024-10-29,nee,0.041234745501239935,0
BARR,XGBoost,2024-10-29,2024-10-30,nee,0.032955056672146654,1
BARR,XGBoost,2024-10-29,2024-10-31,nee,0.0659090868902886,2
BARR,XGBoost,2024-10-29,2024-11-01,nee,0.045281289804790285,3
BARR,XGBoost,2024-10-29,2024-11-02,nee,0.03543563443509692,4
BARR,XGBoost,2024-10-29,2024-11-03,nee,0.07456605323367724,5
BARR,XGBoost,2024-10-29,2024-11-04,nee,0.06721023441023999,6
BARR,XGBoost,2024-10-29,2024-11-05,nee,0.05562319853965703,7
BARR,XGBoost,2024-10-29,2024-11-06,nee,0.03372925122358123,8
BARR,XGBoost,2024-10-29,2024-11-07,nee,0.0387554733790636,9
BARR,XGBoost,2024-10-29,2024-11-08,nee,0.05644555713672071,10
BARR,XGBoost,2024-10-29,2024-11-15,nee,0.0682086877708167,17
BARR,XGBoost,2024-10-29,2024-11-16,nee,0.07993417609423202,18
BARR,XGBoost,2024-10-29,2024-11-17,nee,0.08837355063420264,19
BARR,XGBoost,2024-10-29,2024-11-18,nee,0.14970967769999588,20
BARR,XGBoost,2024-10-29,2024-11-19,nee,0.05782285012049126,21
BARR,XGBoost,2024-10-29,2024-11-20,nee,0.03247306510937328,22
BARR,XGBoost,2024-10-29,2024-11-21,nee,0.5347003528089026,23
BARR,XGBoost,2024-10-29,2024-11-22,nee,0.056865243750091644,24
BARR,XGBoost,2024-10-29,2024-11-23,nee,0.05752339760371277,25
BARR,XGBoost,2024-10-29,2024-11-24,nee,0.07613295860938503,26
BARR,XGBoost,2024-10-29,2024-11-25,nee,0.06939406465380758,27
BARR,XGBoost,2024-10-29,2024-11-26,nee,0.10192455977700378,28
BARR,XGBoost,2024-10-29,2024-11-27,nee,0.05902128747646842,29
BARR,XGBoost,2024-10-29,2024-11-28,nee,0.03932933669053065,30
BARR,XGBoost,2024-10-29,2024-11-29,nee,0.14515623356044238,31
BARR,XGBoost,2024-10-29,2024-11-30,nee,0.16218289572335015,32
BARR,XGBoost,2024-10-30,2024-10-30,nee,0.034321928079543124,0
BARR,XGBoost,2024-10-30,2024-10-31,nee,0.0567347192414401,1
BARR,XGBoost,2024-10-30,2024-11-01,nee,0.03946809355452907,2
BARR,XGBoost,2024-10-30,2024-11-02,nee,0.040173757444985386,3
BARR,XGBoost,2024-10-30,2024-11-03,nee,0.039362101394135394,4
BARR,XGBoost,2024-10-30,2024-11-04,nee,0.08075845058518641,5
BARR,XGBoost,2024-10-30,2024-11-05,nee,0.0360098160735163,6
BARR,XGBoost,2024-10-30,2024-11-06,nee,0.04585531483178031,7
BARR,XGBoost,2024-10-30,2024-11-07,nee,0.04859901892141951,8
BARR,XGBoost,2024-10-30,2024-11-08,nee,0.04975371639574508,9
BARR,XGBoost,2024-10-30,2024-11-15,nee,0.06704564332507158,16
BARR,XGBoost,2024-10-30,2024-11-16,nee,0.08499912979665507,17
BARR,XGBoost,2024-10-30,2024-11-17,nee,0.10025979139747201,18
BARR,XGBoost,2024-10-30,2024-11-18,nee,0.16473687486929584,19
BARR,XGBoost,2024-10-30,2024-11-19,nee,0.045889554255283876,20
BARR,XGBoost,2024-10-30,2024-11-20,nee,0.035991999363880534,21
BARR,XGBoost,2024-10-30,2024-11-21,nee,0.5319921989225055,22
BARR,XGBoost,2024-10-30,2024-11-22,nee,0.03804272487750966,23
BARR,XGBoost,2024-10-30,2024-11-23,nee,0.0823339739945483,24
BARR,XGBoost,2024-10-30,2024-11-24,nee,0.0911386721511622,25
BARR,XGBoost,2024-10-30,2024-11-25,nee,0.03690822348491724,26
BARR,XGBoost,2024-10-30,2024-11-26,nee,0.1468858543879185,27
BARR,XGBoost,2024-10-30,2024-11-27,nee,0.07662837631490332,28
BARR,XGBoost,2024-10-30,2024-11-28,nee,0.0544064407387155,29
BARR,XGBoost,2024-10-30,2024-11-29,nee,0.18180596931795892,30
BARR,XGBoost,2024-10-30,2024-11-30,nee,0.14837204255648245,31
BARR,XGBoost,2024-10-31,2024-10-31,nee,0.06420119529848196,0
BARR,XGBoost,2024-10-31,2024-11-01,nee,0.04695214026931137,1
BARR,XGBoost,2024-10-31,2024-11-02,nee,0.028583131519892096,2
BARR,XGBoost,2024-10-31,2024-11-03,nee,0.0288633803799329,3
BARR,XGBoost,2024-10-31,2024-11-04,nee,0.04430727609033089,4
BARR,XGBoost,2024-10-31,2024-11-05,nee,0.053356269733931545,5
BARR,XGBoost,2024-10-31,2024-11-06,nee,0.027366626352245963,6
BARR,XGBoost,2024-10-31,2024-11-07,nee,0.04746457368574895,7
BARR,XGBoost,2024-10-31,2024-11-08,nee,0.04231690671025199,8
BARR,XGBoost,2024-10-31,2024-11-15,nee,0.06551161630763438,15
BARR,XGBoost,2024-10-31,2024-11-16,nee,0.08337407117922312,16
BARR,XGBoost,2024-10-31,2024-11-17,nee,0.07581470388616472,17
BARR,XGBoost,2024-10-31,2024-11-18,nee,0.1755032259011225,18
BARR,XGBoost,2024-10-31,2024-11-19,nee,0.05267023023026341,19
BARR,XGBoost,2024-10-31,2024-11-20,nee,0.03335645902205198,20
BARR,XGBoost,2024-10-31,2024-11-21,nee,0.5628897318175113,21
BARR,XGBoost,2024-10-31,2024-11-22,nee,0.041101554089943274,22
BARR,XGBoost,2024-10-31,2024-11-23,nee,0.07523613718779835,23
BARR,XGBoost,2024-10-31,2024-11-24,nee,0.11483989161021031,24
BARR,XGBoost,2024-10-31,2024-11-25,nee,0.0531192466216029,25
BARR,XGBoost,2024-10-31,2024-11-26,nee,0.10859997980944089,26
BARR,XGBoost,2024-10-31,2024-11-27,nee,0.07666754496998142,27
BARR,XGBoost,2024-10-31,2024-11-28,nee,0.05025255544435404,28
BARR,XGBoost,2024-10-31,2024-11-29,nee,0.1743034994813183,29
BARR,XGBoost,2024-10-31,2024-11-30,nee,0.1549008543411197,30
BARR,XGBoost,2024-10-31,2024-12-04,nee,0.06285145046395786,34
BARR,XGBoost,2024-11-01,2024-11-01,nee,0.03785410197092401,0
BARR,XGBoost,2024-11-01,2024-11-02,nee,0.051381308046257415,1
BARR,XGBoost,2024-11-01,2024-11-03,nee,0.04058141153821628,2
BARR,XGBoost,2024-11-01,2024-11-04,nee,0.04889975867246434,3
BARR,XGBoost,2024-11-01,2024-11-05,nee,0.07184314842144951,4
BARR,XGBoost,2024-11-01,2024-11-06,nee,0.04350081527900593,5
BARR,XGBoost,2024-11-01,2024-11-07,nee,0.0469818886209801,6
BARR,XGBoost,2024-11-01,2024-11-08,nee,0.04240129514154156,7
BARR,XGBoost,2024-11-01,2024-11-15,nee,0.0562726882221344,14
BARR,XGBoost,2024-11-01,2024-11-16,nee,0.05877277018562952,15
BARR,XGBoost,2024-11-01,2024-11-17,nee,0.0582445431299354,16
BARR,XGBoost,2024-11-01,2024-11-18,nee,0.08038871501317442,17
BARR,XGBoost,2024-11-01,2024-11-19,nee,0.040317651971555776,18
BARR,XGBoost,2024-11-01,2024-11-20,nee,0.06000177694853726,19
BARR,XGBoost,2024-11-01,2024-11-21,nee,0.4052947626838305,20
BARR,XGBoost,2024-11-01,2024-11-22,nee,0.05654398105973546,21
BARR,XGBoost,2024-11-01,2024-11-23,nee,0.03626289278133461,22
BARR,XGBoost,2024-11-01,2024-11-24,nee,0.06443251371216989,23
BARR,XGBoost,2024-11-01,2024-11-25,nee,0.05079939527255192,24
BARR,XGBoost,2024-11-01,2024-11-26,nee,0.08771658698578345,25
BARR,XGBoost,2024-11-01,2024-11-27,nee,0.05052278185849846,26
BARR,XGBoost,2024-11-01,2024-11-28,nee,0.04887974177699571,27
BARR,XGBoost,2024-11-01,2024-11-29,nee,0.08665839881458151,28
BARR,XGBoost,2024-11-01,2024-11-30,nee,0.05592716220776094,29
BARR,XGBoost,2024-11-01,2024-12-04,nee,0.03296693184662648,33
BARR,XGBoost,2024-11-01,2024-12-05,nee,0.054542050451228535,34
BARR,XGBoost,2024-11-02,2024-11-02,nee,0.06908353690818336,0
BARR,XGBoost,2024-11-02,2024-11-03,nee,0.05843482040222354,1
BARR,XGBoost,2024-11-02,2024-11-04,nee,0.0730641319292512,2
BARR,XGBoost,2024-11-02,2024-11-05,nee,0.03286988641478607,3
BARR,XGBoost,2024-11-02,2024-11-06,nee,0.04210719100658266,4
BARR,XGBoost,2024-11-02,2024-11-07,nee,0.04855970461552824,5
BARR,XGBoost,2024-11-02,2024-11-08,nee,0.057261938488043285,6
BARR,XGBoost,2024-11-02,2024-11-15,nee,0.05106596492487212,13
BARR,XGBoost,2024-11-02,2024-11-16,nee,0.08466106165432492,14
BARR,XGBoost,2024-11-02,2024-11-17,nee,0.060052024108724136,15
BARR,XGBoost,2024-11-02,2024-11-18,nee,0.12151456817927203,16
BARR,XGBoost,2024-11-02,2024-11-19,nee,0.04101081572950768,17
BARR,XGBoost,2024-11-02,2024-11-20,nee,0.03691376071236153,18
BARR,XGBoost,2024-11-02,2024-11-21,nee,0.4653337075471484,19
BARR,XGBoost,2024-11-02,2024-11-22,nee,0.05100264069163462,20
BARR,XGBoost,2024-11-02,2024-11-23,nee,0.04664723441799118,21
BARR,XGBoost,2024-11-02,2024-11-24,nee,0.051525828923641506,22
BARR,XGBoost,2024-11-02,2024-11-25,nee,0.05463537528099943,23
BARR,XGBoost,2024-11-02,2024-11-26,nee,0.14234196833021934,24
BARR,XGBoost,2024-11-02,2024-11-27,nee,0.06380252627709061,25
BARR,XGBoost,2024-11-02,2024-11-28,nee,0.05136323888022267,26
BARR,XGBoost,2024-11-02,2024-11-29,nee,0.1257879305575601,27
BARR,XGBoost,2024-11-02,2024-11-30,nee,0.10434703948373586,28
BARR,XGBoost,2024-11-02,2024-12-04,nee,0.072207149073823,32
BARR,XGBoost,2024-11-02,2024-12-05,nee,0.033939668903318905,33
BARR,XGBoost,2024-11-02,2024-12-06,nee,0.048898083182763875,34
BARR,XGBoost,2024-11-03,2024-11-03,nee,0.05872470025780219,0
BARR,XGBoost,2024-11-03,2024-11-04,nee,0.08382496497229855,1
BARR,XGBoost,2024-11-03,2024-11-05,nee,0.06598277614294781,2
BARR,XGBoost,2024-11-03,2024-11-06,nee,0.026231659888705915,3
BARR,XGBoost,2024-11-03,2024-11-07,nee,0.06619242902523716,4
BARR,XGBoost,2024-11-03,2024-11-08,nee,0.058428571172983834,5
BARR,XGBoost,2024-11-03,2024-11-15,nee,0.08011226735559539,12
BARR,XGBoost,2024-11-03,2024-11-16,nee,0.06806801897851987,13
BARR,XGBoost,2024-11-03,2024-11-17,nee,0.10321295864583561,14
BARR,XGBoost,2024-11-03,2024-11-18,nee,0.1404677233782661,15
BARR,XGBoost,2024-11-03,2024-11-19,nee,0.043472966099320706,16
BARR,XGBoost,2024-11-03,2024-11-20,nee,0.03266221562410715,17
BARR,XGBoost,2024-11-03,2024-11-21,nee,0.4813999747381165,18
BARR,XGBoost,2024-11-03,2024-11-22,nee,0.05836391692426947,19
BARR,XGBoost,2024-11-03,2024-11-23,nee,0.041922904731906754,20
BARR,XGBoost,2024-11-03,2024-11-24,nee,0.05680172089545826,21
BARR,XGBoost,2024-11-03,2024-11-25,nee,0.04838805367333565,22
BARR,XGBoost,2024-11-03,2024-11-26,nee,0.08667590787965905,23
BARR,XGBoost,2024-11-03,2024-11-27,nee,0.0674348074930121,24
BARR,XGBoost,2024-11-03,2024-11-28,nee,0.04979688980189836,25
BARR,XGBoost,2024-11-03,2024-11-29,nee,0.17508467961035945,26
BARR,XGBoost,2024-11-03,2024-11-30,nee,0.10750387708760963,27
BARR,XGBoost,2024-11-03,2024-12-04,nee,0.06101077527379982,31
BARR,XGBoost,2024-11-03,2024-12-05,nee,0.05416961723114304,32
BARR,XGBoost,2024-11-03,2024-12-06,nee,0.04503116812209564,33
BARR,XGBoost,2024-11-03,2024-12-07,nee,0.054126919581321514,34
BARR,XGBoost,2024-11-04,2024-11-04,nee,0.06480072336509694,0
BARR,XGBoost,2024-11-04,2024-11-05,nee,0.05338470164648793,1
BARR,XGBoost,2024-11-04,2024-11-06,nee,0.03186246099835495,2
BARR,XGBoost,2024-11-04,2024-11-07,nee,0.03659083107092269,3
BARR,XGBoost,2024-11-04,2024-11-08,nee,0.06903192184272343,4
BARR,XGBoost,2024-11-04,2024-11-15,nee,0.12310656786970102,11
BARR,XGBoost,2024-11-04,2024-11-16,nee,0.10242146123005877,12
BARR,XGBoost,2024-11-04,2024-11-17,nee,0.08462620488584116,13
BARR,XGBoost,2024-11-04,2024-11-18,nee,0.1969069503121501,14
BARR,XGBoost,2024-11-04,2024-11-19,nee,0.03995111849804745,15
BARR,XGBoost,2024-11-04,2024-11-20,nee,0.032779848224410706,16
BARR,XGBoost,2024-11-04,2024-11-21,nee,0.4992682115695769,17
BARR,XGBoost,2024-11-04,2024-11-22,nee,0.036164376403917835,18
BARR,XGBoost,2024-11-04,2024-11-23,nee,0.05253691448774104,19
BARR,XGBoost,2024-11-04,2024-11-24,nee,0.0620368673811876,20
BARR,XGBoost,2024-11-04,2024-11-25,nee,0.04820053983133534,21
BARR,XGBoost,2024-11-04,2024-11-26,nee,0.10199519526219382,22
BARR,XGBoost,2024-11-04,2024-11-27,nee,0.07103410980272208,23
BARR,XGBoost,2024-11-04,2024-11-28,nee,0.06645138742432123,24
BARR,XGBoost,2024-11-04,2024-11-29,nee,0.1725076455011892,25
BARR,XGBoost,2024-11-04,2024-11-30,nee,0.1751282102805787,26
BARR,XGBoost,2024-11-04,2024-12-04,nee,0.04847830820456145,30
BARR,XGBoost,2024-11-04,2024-12-05,nee,0.06818799008179562,31
BARR,XGBoost,2024-11-04,2024-12-06,nee,0.07153423879214545,32
BARR,XGBoost,2024-11-04,2024-12-07,nee,0.06669350761780778,33
BARR,XGBoost,2024-11-05,2024-11-05,nee,0.05054464956986867,0
BARR,XGBoost,2024-11-05,2024-11-06,nee,0.056100733379445974,1
BARR,XGBoost,2024-11-05,2024-11-07,nee,0.037191972150400106,2
BARR,XGBoost,2024-11-05,2024-11-08,nee,0.04260310145235689,3
BARR,XGBoost,2024-11-05,2024-11-15,nee,0.059448865834495136,10
BARR,XGBoost,2024-11-05,2024-11-16,nee,0.08451536721912237,11
BARR,XGBoost,2024-11-05,2024-11-17,nee,0.04915154710798975,12
BARR,XGBoost,2024-11-05,2024-11-18,nee,0.07712930347789906,13
BARR,XGBoost,2024-11-05,2024-11-19,nee,0.055193248126942596,14
BARR,XGBoost,2024-11-05,2024-11-20,nee,0.08607589522025372,15
BARR,XGBoost,2024-11-05,2024-11-21,nee,0.40570598111341,16
BARR,XGBoost,2024-11-05,2024-11-22,nee,0.05696802375619404,17
BARR,XGBoost,2024-11-05,2024-11-23,nee,0.04784685687722787,18
BARR,XGBoost,2024-11-05,2024-11-24,nee,0.07473182261636113,19
BARR,XGBoost,2024-11-05,2024-11-25,nee,0.06548203741948666,20
BARR,XGBoost,2024-11-05,2024-11-26,nee,0.06541193494988914,21
BARR,XGBoost,2024-11-05,2024-11-27,nee,0.04273747634731294,22
BARR,XGBoost,2024-11-05,2024-11-28,nee,0.058141967616705315,23
BARR,XGBoost,2024-11-05,2024-11-29,nee,0.13589387191432523,24
BARR,XGBoost,2024-11-05,2024-11-30,nee,0.08666316359401452,25
BARR,XGBoost,2024-11-05,2024-12-04,nee,0.04808549301614091,29
BARR,XGBoost,2024-11-05,2024-12-05,nee,0.0506406078705583,30
BARR,XGBoost,2024-11-05,2024-12-06,nee,0.05315596388589176,31
BARR,XGBoost,2024-11-05,2024-12-07,nee,0.0839426944516593,32
BARR,XGBoost,2024-11-06,2024-11-06,nee,0.03829507742483543,0
BARR,XGBoost,2024-11-06,2024-11-07,nee,0.04450199067135647,1
BARR,XGBoost,2024-11-06,2024-11-08,nee,0.030682446720012427,2
BARR,XGBoost,2024-11-06,2024-11-15,nee,0.09492373948358156,9
BARR,XGBoost,2024-11-06,2024-11-16,nee,0.08081214938168074,10
BARR,XGBoost,2024-11-06,2024-11-17,nee,0.1094510218975707,11
BARR,XGBoost,2024-11-06,2024-11-18,nee,0.1360114364733494,12
BARR,XGBoost,2024-11-06,2024-11-19,nee,0.04305454396840389,13
BARR,XGBoost,2024-11-06,2024-11-20,nee,0.04255797370110283,14
BARR,XGBoost,2024-11-06,2024-11-21,nee,0.4665285096861921,15
BARR,XGBoost,2024-11-06,2024-11-22,nee,0.03853671788426514,16
BARR,XGBoost,2024-11-06,2024-11-23,nee,0.0454907409640631,17
BARR,XGBoost,2024-11-06,2024-11-24,nee,0.0674547836150848,18
BARR,XGBoost,2024-11-06,2024-11-25,nee,0.0537223378919201,19
BARR,XGBoost,2024-11-06,2024-11-26,nee,0.07782149116117693,20
BARR,XGBoost,2024-11-06,2024-11-27,nee,0.05386805429177583,21
BARR,XGBoost,2024-11-06,2024-11-28,nee,0.04377042908896307,22
BARR,XGBoost,2024-11-06,2024-11-29,nee,0.12366827367857428,23
BARR,XGBoost,2024-11-06,2024-11-30,nee,0.15512808294550454,24
BARR,XGBoost,2024-11-06,2024-12-04,nee,0.05934074748792764,28
BARR,XGBoost,2024-11-06,2024-12-05,nee,0.055393986197881544,29
BARR,XGBoost,2024-11-06,2024-12-06,nee,0.05735308462909867,30
BARR,XGBoost,2024-11-06,2024-12-07,nee,0.09652551490517378,31
BARR,XGBoost,2024-11-07,2024-11-07,nee,0.04616451823285787,0
BARR,XGBoost,2024-11-07,2024-11-08,nee,0.040045800195851175,1
BARR,XGBoost,2024-11-07,2024-11-15,nee,0.07718107324898557,8
BARR,XGBoost,2024-11-07,2024-11-16,nee,0.09547792397182368,9
BARR,XGBoost,2024-11-07,2024-11-17,nee,0.06630197343604795,10
BARR,XGBoost,2024-11-07,2024-11-18,nee,0.17085120389527567,11
BARR,XGBoost,2024-11-07,2024-11-19,nee,0.0330688469234665,12
BARR,XGBoost,2024-11-07,2024-11-20,nee,0.06175177734299855,13
BARR,XGBoost,2024-11-07,2024-11-21,nee,0.48386372789982257,14
BARR,XGBoost,2024-11-07,2024-11-22,nee,0.05200625598151795,15
BARR,XGBoost,2024-11-07,2024-11-23,nee,0.0341541001163259,16
BARR,XGBoost,2024-11-07,2024-11-24,nee,0.05543892444633064,17
BARR,XGBoost,2024-11-07,2024-11-25,nee,0.046313756191485186,18
BARR,XGBoost,2024-11-07,2024-11-26,nee,0.07774132988383944,19
BARR,XGBoost,2024-11-07,2024-11-27,nee,0.052686046217193,20
BARR,XGBoost,2024-11-07,2024-11-28,nee,0.05938959985521736,21
BARR,XGBoost,2024-11-07,2024-11-29,nee,0.09238479520599477,22
BARR,XGBoost,2024-11-07,2024-11-30,nee,0.09398008667938626,23
BARR,XGBoost,2024-11-07,2024-12-04,nee,0.0551695999756731,27
BARR,XGBoost,2024-11-07,2024-12-05,nee,0.05360904751187713,28
BARR,XGBoost,2024-11-07,2024-12-06,nee,0.04354155854887091,29
BARR,XGBoost,2024-11-07,2024-12-07,nee,0.062188789021952656,30
BARR,XGBoost,2024-11-08,2024-11-08,nee,0.04393350934885702,0
BARR,XGBoost,2024-11-08,2024-11-15,nee,0.067248345394664,7
BARR,XGBoost,2024-11-08,2024-11-16,nee,0.10531953865457049,8
BARR,XGBoost,2024-11-08,2024-11-17,nee,0.09688334212719811,9
BARR,XGBoost,2024-11-08,2024-11-18,nee,0.1396763034027591,10
BARR,XGBoost,2024-11-08,2024-11-19,nee,0.0609369859029037,11
BARR,XGBoost,2024-11-08,2024-11-20,nee,0.034979514148370645,12
BARR,XGBoost,2024-11-08,2024-11-21,nee,0.4640769447091013,13
BARR,XGBoost,2024-11-08,2024-11-22,nee,0.047226949650450004,14
BARR,XGBoost,2024-11-08,2024-11-23,nee,0.044925790061844335,15
BARR,XGBoost,2024-11-08,2024-11-24,nee,0.05351600996398272,16
BARR,XGBoost,2024-11-08,2024-11-25,nee,0.03896479690170023,17
BARR,XGBoost,2024-11-08,2024-11-26,nee,0.07292730277204765,18
BARR,XGBoost,2024-11-08,2024-11-27,nee,0.06741172916430302,19
BARR,XGBoost,2024-11-08,2024-11-28,nee,0.050666008920220454,20
BARR,XGBoost,2024-11-08,2024-11-29,nee,0.08117170723335693,21
BARR,XGBoost,2024-11-08,2024-11-30,nee,0.08505911831913628,22
BARR,XGBoost,2024-11-08,2024-12-04,nee,0.051766362801058514,26
BARR,XGBoost,2024-11-08,2024-12-05,nee,0.0579295682624826,27
BARR,XGBoost,2024-11-08,2024-12-06,nee,0.0462850637990844,28
BARR,XGBoost,2024-11-08,2024-12-07,nee,0.05516047495454255,29
BARR,XGBoost,2024-11-09,2024-11-15,nee,0.0722930511185367,6
BARR,XGBoost,2024-11-09,2024-11-16,nee,0.08459551231485538,7
BARR,XGBoost,2024-11-09,2024-11-17,nee,0.11011482188769897,8
BARR,XGBoost,2024-11-09,2024-11-18,nee,0.1663111040973707,9
BARR,XGBoost,2024-11-09,2024-11-19,nee,0.04704260333937212,10
BARR,XGBoost,2024-11-09,2024-11-20,nee,0.045967575676087516,11
BARR,XGBoost,2024-11-09,2024-11-21,nee,0.4949100312991562,12
BARR,XGBoost,2024-11-09,2024-11-22,nee,0.04692784839034735,13
BARR,XGBoost,2024-11-09,2024-11-23,nee,0.0514609909395443,14
BARR,XGBoost,2024-11-09,2024-11-24,nee,0.051599635348473255,15
BARR,XGBoost,2024-11-09,2024-11-25,nee,0.03243368309603943,16
BARR,XGBoost,2024-11-09,2024-11-26,nee,0.06688618234825085,17
BARR,XGBoost,2024-11-09,2024-11-27,nee,0.04650935484424117,18
BARR,XGBoost,2024-11-09,2024-11-28,nee,0.05273162629257678,19
BARR,XGBoost,2024-11-09,2024-11-29,nee,0.08499140073220864,20
BARR,XGBoost,2024-11-09,2024-11-30,nee,0.06818629698751609,21
BARR,XGBoost,2024-11-09,2024-12-04,nee,0.0442154946891543,25
BARR,XGBoost,2024-11-09,2024-12-05,nee,0.06791861107343537,26
BARR,XGBoost,2024-11-09,2024-12-06,nee,0.056365048038105776,27
BARR,XGBoost,2024-11-09,2024-12-07,nee,0.050715216931452624,28
BARR,XGBoost,2024-11-10,2024-11-15,nee,0.055039522276006544,5
BARR,XGBoost,2024-11-10,2024-11-16,nee,0.06806573195800499,6
BARR,XGBoost,2024-11-10,2024-11-17,nee,0.06824521610581497,7
BARR,XGBoost,2024-11-10,2024-11-18,nee,0.16260557567280914,8
BARR,XGBoost,2024-11-10,2024-11-19,nee,0.05811275244835188,9
BARR,XGBoost,2024-11-10,2024-11-20,nee,0.048369194810895466,10
BARR,XGBoost,2024-11-10,2024-11-21,nee,0.5316034217192134,11
BARR,XGBoost,2024-11-10,2024-11-22,nee,0.03489093087802054,12
BARR,XGBoost,2024-11-10,2024-11-23,nee,0.04818630765275356,13
BARR,XGBoost,2024-11-10,2024-11-24,nee,0.07611268598094376,14
BARR,XGBoost,2024-11-10,2024-11-25,nee,0.045598327582079476,15
BARR,XGBoost,2024-11-10,2024-11-26,nee,0.07644406759691698,16
BARR,XGBoost,2024-11-10,2024-11-27,nee,0.04014357267435852,17
BARR,XGBoost,2024-11-10,2024-11-28,nee,0.04177493742916339,18
